Numero de la station;Nom de la station;Jour;Heure;tm;glot;um
OLMOS001;Olmos Cretaceous;08-06-2002 12:00:00;13;21.3;2613.0;81.7
OLMOS001;Olmos Cretaceous;08-06-2002 13:00:00;14;18.9;2422.0;78.3
OLMOS001;Olmos Cretaceous;08-06-2002 14:00:00;15;20.5;2361.0;70.7
OLMOS001;Olmos Cretaceous;08-06-2002 15:00:00;16;24.9;1708.0;78.6
OLMOS001;Olmos Cretaceous;08-06-2002 16:00:00;17;27.5;1210.0;74.4
OLMOS001;Olmos Cretaceous;08-06-2002 17:00:00;18;25.2;592.0;68.2
OLMOS001;Olmos Cretaceous;08-06-2002 18:00:00;19;27.1;10.0;68.6
OLMOS001;Olmos Cretaceous;08-06-2002 19:00:00;20;28.0;11.0;74.8
OLMOS001;Olmos Cretaceous;08-06-2002 20:00:00;21;28.0;53.0;73.6
OLMOS001;Olmos Cretaceous;08-06-2002 21:00:00;22;25.8;0.0;71.7
OLMOS001;Olmos Cretaceous;08-06-2002 22:00:00;23;28.0;0.0;64.7
OLMOS001;Olmos Cretaceous;08-06-2002 23:00:00;24;27.4;0.0;82.5
OLMOS001;Olmos Cretaceous;09-06-2002 00:00:00;1;27.6;0.0;79.3
OLMOS001;Olmos Cretaceous;09-06-2002 01:00:00;2;24.3;62.0;70.4
OLMOS001;Olmos Cretaceous;09-06-2002 02:00:00;3;25.3;11.0;71.9
OLMOS001;Olmos Cretaceous;09-06-2002 03:00:00;4;25.9;0.0;79.8
OLMOS001;Olmos Cretaceous;09-06-2002 04:00:00;5;23.7;7.0;78.9
OLMOS001;Olmos Cretaceous;09-06-2002 05:00:00;6;20.4;0.0;87.2
OLMOS001;Olmos Cretaceous;09-06-2002 06:00:00;7;21.2;0.0;87.3
OLMOS001;Olmos Cretaceous;09-06-2002 07:00:00;8;18.5;715.0;83.9
OLMOS001;Olmos Cretaceous;09-06-2002 08:00:00;9;18.9;1182.0;84.4
OLMOS001;Olmos Cretaceous;09-06-2002 09:00:00;10;21.1;1926.0;78.6
OLMOS001;Olmos Cretaceous;09-06-2002 10:00:00;11;20.5;2006.0;75.6
OLMOS001;Olmos Cretaceous;09-06-2002 11:00:00;12;21.2;2645.0;77.7
OLMOS001;Olmos Cretaceous;09-06-2002 12:00:00;13;19.4;2343.0;84.0
OLMOS001;Olmos Cretaceous;09-06-2002 13:00:00;14;22.9;2261.0;78.8
OLMOS001;Olmos Cretaceous;09-06-2002 14:00:00;15;22.4;2270.0;77.1
OLMOS001;Olmos Cretaceous;09-06-2002 15:00:00;16;23.5;1663.0;82.0
OLMOS001;Olmos Cretaceous;09-06-2002 16:00:00;17;26.5;1251.0;75.9
OLMOS001;Olmos Cretaceous;09-06-2002 17:00:00;18;24.9;771.0;65.6
OLMOS001;Olmos Cretaceous;09-06-2002 18:00:00;19;26.9;4.0;74.9
OLMOS001;Olmos Cretaceous;09-06-2002 19:00:00;20;28.0;147.0;66.1
OLMOS001;Olmos Cretaceous;09-06-2002 20:00:00;21;26.9;0.0;69.8
OLMOS001;Olmos Cretaceous;09-06-2002 21:00:00;22;27.7;23.0;72.8
OLMOS001;Olmos Cretaceous;09-06-2002 22:00:00;23;25.8;6.0;78.6
OLMOS001;Olmos Cretaceous;09-06-2002 23:00:00;24;25.1;0.0;77.5
OLMOS001;Olmos Cretaceous;10-06-2002 00:00:00;1;24.7;0.0;70.3
OLMOS001;Olmos Cretaceous;10-06-2002 01:00:00;2;22.7;9.0;77.6
OLMOS001;Olmos Cretaceous;10-06-2002 02:00:00;3;25.7;61.0;77.6
OLMOS001;Olmos Cretaceous;10-06-2002 03:00:00;4;25.1;0.0;85.0
OLMOS001;Olmos Cretaceous;10-06-2002 04:00:00;5;20.4;0.0;81.5
OLMOS001;Olmos Cretaceous;10-06-2002 05:00:00;6;21.2;0.0;84.3
OLMOS001;Olmos Cretaceous;10-06-2002 06:00:00;7;20.4;0.0;85.3
OLMOS001;Olmos Cretaceous;10-06-2002 07:00:00;8;20.3;659.0;75.1
OLMOS001;Olmos Cretaceous;10-06-2002 08:00:00;9;19.0;1302.0;87.9
OLMOS001;Olmos Cretaceous;10-06-2002 09:00:00;10;17.8;2066.0;79.1
OLMOS001;Olmos Cretaceous;10-06-2002 10:00:00;11;21.0;2107.0;82.7
OLMOS001;Olmos Cretaceous;10-06-2002 11:00:00;12;19.4;2087.0;85.5
OLMOS001;Olmos Cretaceous;10-06-2002 12:00:00;13;20.9;2607.0;89.7
OLMOS001;Olmos Cretaceous;10-06-2002 13:00:00;14;23.2;2394.0;84.2
OLMOS001;Olmos Cretaceous;10-06-2002 14:00:00;15;22.8;2608.0;72.5
OLMOS001;Olmos Cretaceous;10-06-2002 15:00:00;16;25.5;1856.0;69.8
OLMOS001;Olmos Cretaceous;10-06-2002 16:00:00;17;27.2;1319.0;77.1
OLMOS001;Olmos Cretaceous;10-06-2002 17:00:00;18;26.2;598.0;72.9
OLMOS001;Olmos Cretaceous;10-06-2002 18:00:00;19;27.5;0.0;62.9
OLMOS001;Olmos Cretaceous;10-06-2002 19:00:00;20;28.0;0.0;71.9
OLMOS001;Olmos Cretaceous;10-06-2002 20:00:00;21;28.0;0.0;65.1
OLMOS001;Olmos Cretaceous;10-06-2002 21:00:00;22;27.6;0.0;67.9
OLMOS001;Olmos Cretaceous;10-06-2002 22:00:00;23;24.9;20.0;68.2
OLMOS001;Olmos Cretaceous;10-06-2002 23:00:00;24;27.1;0.0;70.7
OLMOS001;Olmos Cretaceous;11-06-2002 00:00:00;1;27.8;0.0;76.0
OLMOS001;Olmos Cretaceous;11-06-2002 01:00:00;2;25.4;2.0;74.9
OLMOS001;Olmos Cretaceous;11-06-2002 02:00:00;3;24.8;85.0;87.1
OLMOS001;Olmos Cretaceous;11-06-2002 03:00:00;4;24.0;0.0;81.0
OLMOS001;Olmos Cretaceous;11-06-2002 04:00:00;5;20.1;0.0;78.4
OLMOS001;Olmos Cretaceous;11-06-2002 05:00:00;6;18.7;35.0;84.1
OLMOS001;Olmos Cretaceous;11-06-2002 06:00:00;7;22.3;0.0;81.6
OLMOS001;Olmos Cretaceous;11-06-2002 07:00:00;8;22.9;648.0;78.8
OLMOS001;Olmos Cretaceous;11-06-2002 08:00:00;9;17.3;1401.0;89.5
OLMOS001;Olmos Cretaceous;11-06-2002 09:00:00;10;19.2;2056.0;89.9
OLMOS001;Olmos Cretaceous;11-06-2002 10:00:00;11;18.5;2431.0;88.0
OLMOS001;Olmos Cretaceous;11-06-2002 11:00:00;12;22.5;2520.0;83.9
OLMOS001;Olmos Cretaceous;11-06-2002 12:00:00;13;21.4;2344.0;75.4
OLMOS001;Olmos Cretaceous;11-06-2002 13:00:00;14;23.0;2111.0;74.9
OLMOS001;Olmos Cretaceous;11-06-2002 14:00:00;15;23.2;2079.0;75.0
OLMOS001;Olmos Cretaceous;11-06-2002 15:00:00;16;23.5;1798.0;80.0
OLMOS001;Olmos Cretaceous;11-06-2002 16:00:00;17;26.3;1311.0;63.4
OLMOS001;Olmos Cretaceous;11-06-2002 17:00:00;18;26.1;655.0;69.6
OLMOS001;Olmos Cretaceous;11-06-2002 18:00:00;19;28.0;42.0;71.1
OLMOS001;Olmos Cretaceous;11-06-2002 19:00:00;20;28.0;31.0;65.4
OLMOS001;Olmos Cretaceous;11-06-2002 20:00:00;21;28.0;0.0;72.8
OLMOS001;Olmos Cretaceous;11-06-2002 21:00:00;22;26.1;49.0;74.2
OLMOS001;Olmos Cretaceous;11-06-2002 22:00:00;23;24.1;0.0;79.7
OLMOS001;Olmos Cretaceous;11-06-2002 23:00:00;24;25.4;49.0;69.9
OLMOS001;Olmos Cretaceous;12-06-2002 00:00:00;1;26.2;0.0;78.1
OLMOS001;Olmos Cretaceous;12-06-2002 01:00:00;2;22.6;71.0;73.4
OLMOS001;Olmos Cretaceous;12-06-2002 02:00:00;3;25.0;0.0;74.9
OLMOS001;Olmos Cretaceous;12-06-2002 03:00:00;4;24.1;0.0;83.1
OLMOS001;Olmos Cretaceous;12-06-2002 04:00:00;5;20.6;0.0;81.3
OLMOS001;Olmos Cretaceous;12-06-2002 05:00:00;6;21.7;1.0;80.1
OLMOS001;Olmos Cretaceous;12-06-2002 06:00:00;7;25.3;0.0;85.8
OLMOS001;Olmos Cretaceous;12-06-2002 07:00:00;8;21.9;719.0;93.3
OLMOS001;Olmos Cretaceous;12-06-2002 08:00:00;9;17.4;1167.0;85.9
OLMOS001;Olmos Cretaceous;12-06-2002 09:00:00;10;19.8;1758.0;84.6
OLMOS001;Olmos Cretaceous;12-06-2002 10:00:00;11;17.8;2190.0;83.5
OLMOS001;Olmos Cretaceous;12-06-2002 11:00:00;12;21.8;2259.0;85.1
OLMOS001;Olmos Cretaceous;12-06-2002 12:00:00;13;23.6;2491.0;84.5
OLMOS001;Olmos Cretaceous;12-06-2002 13:00:00;14;19.1;2446.0;79.9
OLMOS001;Olmos Cretaceous;12-06-2002 14:00:00;15;25.2;2311.0;76.2
OLMOS001;Olmos Cretaceous;12-06-2002 15:00:00;16;25.0;1835.0;77.7
OLMOS001;Olmos Cretaceous;12-06-2002 16:00:00;17;24.9;1297.0;80.8
OLMOS001;Olmos Cretaceous;12-06-2002 17:00:00;18;24.7;783.0;64.5
OLMOS001;Olmos Cretaceous;12-06-2002 18:00:00;19;26.9;6.0;70.7
OLMOS001;Olmos Cretaceous;12-06-2002 19:00:00;20;26.0;0.0;67.4
OLMOS001;Olmos Cretaceous;12-06-2002 20:00:00;21;28.0;0.0;66.6
OLMOS001;Olmos Cretaceous;12-06-2002 21:00:00;22;27.9;0.0;64.7
OLMOS001;Olmos Cretaceous;12-06-2002 22:00:00;23;27.2;0.0;71.3
OLMOS001;Olmos Cretaceous;12-06-2002 23:00:00;24;26.2;11.0;70.2
OLMOS001;Olmos Cretaceous;13-06-2002 00:00:00;1;24.5;8.0;79.7
OLMOS001;Olmos Cretaceous;13-06-2002 01:00:00;2;25.5;12.0;79.8
OLMOS001;Olmos Cretaceous;13-06-2002 02:00:00;3;23.9;0.0;76.1
OLMOS001;Olmos Cretaceous;13-06-2002 03:00:00;4;20.5;0.0;72.8
OLMOS001;Olmos Cretaceous;13-06-2002 04:00:00;5;20.3;0.0;91.6
OLMOS001;Olmos Cretaceous;13-06-2002 05:00:00;6;21.4;0.0;84.5
OLMOS001;Olmos Cretaceous;13-06-2002 06:00:00;7;18.5;0.0;87.3
OLMOS001;Olmos Cretaceous;13-06-2002 07:00:00;8;20.8;818.0;85.4
OLMOS001;Olmos Cretaceous;13-06-2002 08:00:00;9;19.8;1377.0;92.8
OLMOS001;Olmos Cretaceous;13-06-2002 09:00:00;10;22.7;1803.0;81.9
OLMOS001;Olmos Cretaceous;13-06-2002 10:00:00;11;17.3;2110.0;83.9
OLMOS001;Olmos Cretaceous;13-06-2002 11:00:00;12;20.9;1826.0;79.2
OLMOS001;Olmos Cretaceous;13-06-2002 12:00:00;13;21.0;2472.0;79.2
OLMOS001;Olmos Cretaceous;13-06-2002 13:00:00;14;21.8;2346.0;84.9
OLMOS001;Olmos Cretaceous;13-06-2002 14:00:00;15;23.3;2269.0;73.3
OLMOS001;Olmos Cretaceous;13-06-2002 15:00:00;16;23.3;1716.0;82.4
OLMOS001;Olmos Cretaceous;13-06-2002 16:00:00;17;26.6;1257.0;73.8
OLMOS001;Olmos Cretaceous;13-06-2002 17:00:00;18;24.6;708.0;80.7
OLMOS001;Olmos Cretaceous;13-06-2002 18:00:00;19;27.2;18.0;69.0
OLMOS001;Olmos Cretaceous;13-06-2002 19:00:00;20;27.1;26.0;75.5
OLMOS001;Olmos Cretaceous;13-06-2002 20:00:00;21;26.4;0.0;66.5
OLMOS001;Olmos Cretaceous;13-06-2002 21:00:00;22;26.8;0.0;71.3
OLMOS001;Olmos Cretaceous;13-06-2002 22:00:00;23;25.8;0.0;70.2
OLMOS001;Olmos Cretaceous;13-06-2002 23:00:00;24;27.9;16.0;71.4
OLMOS001;Olmos Cretaceous;14-06-2002 00:00:00;1;26.9;0.0;73.8
OLMOS001;Olmos Cretaceous;14-06-2002 01:00:00;2;25.1;82.0;76.3
OLMOS001;Olmos Cretaceous;14-06-2002 02:00:00;3;23.1;0.0;71.1
OLMOS001;Olmos Cretaceous;14-06-2002 03:00:00;4;23.0;0.0;77.6
OLMOS001;Olmos Cretaceous;14-06-2002 04:00:00;5;23.4;0.0;89.2
OLMOS001;Olmos Cretaceous;14-06-2002 05:00:00;6;18.1;0.0;89.6
OLMOS001;Olmos Cretaceous;14-06-2002 06:00:00;7;21.6;0.0;88.6
OLMOS001;Olmos Cretaceous;14-06-2002 07:00:00;8;18.9;654.0;84.0
OLMOS001;Olmos Cretaceous;14-06-2002 08:00:00;9;17.3;1168.0;92.0
OLMOS001;Olmos Cretaceous;14-06-2002 09:00:00;10;22.2;1825.0;86.4
OLMOS001;Olmos Cretaceous;14-06-2002 10:00:00;11;20.0;2331.0;80.0
OLMOS001;Olmos Cretaceous;14-06-2002 11:00:00;12;20.5;2234.0;79.6
OLMOS001;Olmos Cretaceous;14-06-2002 12:00:00;13;21.8;2546.0;84.0
OLMOS001;Olmos Cretaceous;14-06-2002 13:00:00;14;22.0;2577.0;69.8
OLMOS001;Olmos Cretaceous;14-06-2002 14:00:00;15;23.8;2181.0;77.4
OLMOS001;Olmos Cretaceous;14-06-2002 15:00:00;16;26.1;1819.0;78.1
OLMOS001;Olmos Cretaceous;14-06-2002 16:00:00;17;27.8;1383.0;73.2
OLMOS001;Olmos Cretaceous;14-06-2002 17:00:00;18;26.1;699.0;72.4
OLMOS001;Olmos Cretaceous;14-06-2002 18:00:00;19;25.5;21.0;71.9
OLMOS001;Olmos Cretaceous;14-06-2002 19:00:00;20;25.7;0.0;67.6
OLMOS001;Olmos Cretaceous;14-06-2002 20:00:00;21;28.0;0.0;72.5
OLMOS001;Olmos Cretaceous;14-06-2002 21:00:00;22;27.1;103.0;67.1
OLMOS001;Olmos Cretaceous;14-06-2002 22:00:00;23;28.0;121.0;68.1
OLMOS001;Olmos Cretaceous;14-06-2002 23:00:00;24;27.4;0.0;79.7
OLMOS001;Olmos Cretaceous;15-06-2002 00:00:00;1;23.4;0.0;74.0
OLMOS001;Olmos Cretaceous;15-06-2002 01:00:00;2;24.3;45.0;81.1
OLMOS001;Olmos Cretaceous;15-06-2002 02:00:00;3;23.5;7.0;69.7
OLMOS001;Olmos Cretaceous;15-06-2002 03:00:00;4;21.9;55.0;91.2
OLMOS001;Olmos Cretaceous;15-06-2002 04:00:00;5;20.3;0.0;73.4
OLMOS001;Olmos Cretaceous;15-06-2002 05:00:00;6;22.2;0.0;81.1
OLMOS001;Olmos Cretaceous;15-06-2002 06:00:00;7;22.3;82.0;81.5
OLMOS001;Olmos Cretaceous;15-06-2002 07:00:00;8;20.1;711.0;77.6
OLMOS001;Olmos Cretaceous;15-06-2002 08:00:00;9;22.1;1352.0;88.1
OLMOS001;Olmos Cretaceous;15-06-2002 09:00:00;10;19.8;1726.0;84.6
OLMOS001;Olmos Cretaceous;15-06-2002 10:00:00;11;20.0;2052.0;80.5
OLMOS001;Olmos Cretaceous;15-06-2002 11:00:00;12;20.7;2373.0;86.5
OLMOS001;Olmos Cretaceous;15-06-2002 12:00:00;13;19.3;2862.0;72.2
OLMOS001;Olmos Cretaceous;15-06-2002 13:00:00;14;22.6;2414.0;79.5
OLMOS001;Olmos Cretaceous;15-06-2002 14:00:00;15;24.2;2367.0;79.9
OLMOS001;Olmos Cretaceous;15-06-2002 15:00:00;16;25.9;1809.0;80.2
OLMOS001;Olmos Cretaceous;15-06-2002 16:00:00;17;22.5;1171.0;66.0
OLMOS001;Olmos Cretaceous;15-06-2002 17:00:00;18;28.0;680.0;73.6
OLMOS001;Olmos Cretaceous;15-06-2002 18:00:00;19;26.5;27.0;70.1
OLMOS001;Olmos Cretaceous;15-06-2002 19:00:00;20;27.7;0.0;61.9
OLMOS001;Olmos Cretaceous;15-06-2002 20:00:00;21;28.0;87.0;72.1
OLMOS001;Olmos Cretaceous;15-06-2002 21:00:00;22;28.0;10.0;75.1
OLMOS001;Olmos Cretaceous;15-06-2002 22:00:00;23;28.0;0.0;68.1
OLMOS001;Olmos Cretaceous;15-06-2002 23:00:00;24;26.8;79.0;66.0
OLMOS001;Olmos Cretaceous;16-06-2002 00:00:00;1;27.1;58.0;79.2
OLMOS001;Olmos Cretaceous;16-06-2002 01:00:00;2;25.9;0.0;77.1
OLMOS001;Olmos Cretaceous;16-06-2002 02:00:00;3;24.6;6.0;76.4
OLMOS001;Olmos Cretaceous;16-06-2002 03:00:00;4;22.7;0.0;82.6
OLMOS001;Olmos Cretaceous;16-06-2002 04:00:00;5;23.7;0.0;81.2
OLMOS001;Olmos Cretaceous;16-06-2002 05:00:00;6;20.9;0.0;86.9
OLMOS001;Olmos Cretaceous;16-06-2002 06:00:00;7;19.0;0.0;83.0
OLMOS001;Olmos Cretaceous;16-06-2002 07:00:00;8;19.2;666.0;84.5
OLMOS001;Olmos Cretaceous;16-06-2002 08:00:00;9;20.3;1219.0;95.0
OLMOS001;Olmos Cretaceous;16-06-2002 09:00:00;10;20.9;1713.0;80.8
OLMOS001;Olmos Cretaceous;16-06-2002 10:00:00;11;20.0;2102.0;84.5
OLMOS001;Olmos Cretaceous;16-06-2002 11:00:00;12;21.0;2417.0;87.0
OLMOS001;Olmos Cretaceous;16-06-2002 12:00:00;13;24.0;2550.0;73.5
OLMOS001;Olmos Cretaceous;16-06-2002 13:00:00;14;23.4;2398.0;71.0
OLMOS001;Olmos Cretaceous;16-06-2002 14:00:00;15;21.8;2150.0;71.5
OLMOS001;Olmos Cretaceous;16-06-2002 15:00:00;16;25.4;1622.0;74.8
OLMOS001;Olmos Cretaceous;16-06-2002 16:00:00;17;25.6;1336.0;77.9
OLMOS001;Olmos Cretaceous;16-06-2002 17:00:00;18;26.9;654.0;72.6
OLMOS001;Olmos Cretaceous;16-06-2002 18:00:00;19;26.4;0.0;67.7
OLMOS001;Olmos Cretaceous;16-06-2002 19:00:00;20;27.1;17.0;72.4
OLMOS001;Olmos Cretaceous;16-06-2002 20:00:00;21;26.5;0.0;71.4
OLMOS001;Olmos Cretaceous;16-06-2002 21:00:00;22;26.5;22.0;69.2
OLMOS001;Olmos Cretaceous;16-06-2002 22:00:00;23;28.0;26.0;71.4
OLMOS001;Olmos Cretaceous;16-06-2002 23:00:00;24;25.1;0.0;69.9
OLMOS001;Olmos Cretaceous;17-06-2002 00:00:00;1;22.4;0.0;79.0
OLMOS001;Olmos Cretaceous;17-06-2002 01:00:00;2;22.9;82.0;69.7
OLMOS001;Olmos Cretaceous;17-06-2002 02:00:00;3;27.1;20.0;81.2
OLMOS001;Olmos Cretaceous;17-06-2002 03:00:00;4;21.2;0.0;84.9
OLMOS001;Olmos Cretaceous;17-06-2002 04:00:00;5;19.1;0.0;78.7
OLMOS001;Olmos Cretaceous;17-06-2002 05:00:00;6;19.0;0.0;88.9
OLMOS001;Olmos Cretaceous;17-06-2002 06:00:00;7;17.7;0.0;79.2
OLMOS001;Olmos Cretaceous;17-06-2002 07:00:00;8;21.9;586.0;73.7
OLMOS001;Olmos Cretaceous;17-06-2002 08:00:00;9;18.5;1393.0;84.7
OLMOS001;Olmos Cretaceous;17-06-2002 09:00:00;10;18.1;1761.0;89.4
OLMOS001;Olmos Cretaceous;17-06-2002 10:00:00;11;20.5;2313.0;87.8
OLMOS001;Olmos Cretaceous;17-06-2002 11:00:00;12;21.8;2286.0;88.6
OLMOS001;Olmos Cretaceous;17-06-2002 12:00:00;13;20.9;2769.0;86.1
OLMOS001;Olmos Cretaceous;17-06-2002 13:00:00;14;24.5;2261.0;75.8
OLMOS001;Olmos Cretaceous;17-06-2002 14:00:00;15;23.5;2296.0;67.6
OLMOS001;Olmos Cretaceous;17-06-2002 15:00:00;16;25.7;1839.0;72.0
OLMOS001;Olmos Cretaceous;17-06-2002 16:00:00;17;22.1;1390.0;71.6
OLMOS001;Olmos Cretaceous;17-06-2002 17:00:00;18;27.9;629.0;62.0
OLMOS001;Olmos Cretaceous;17-06-2002 18:00:00;19;24.4;0.0;75.2
OLMOS001;Olmos Cretaceous;17-06-2002 19:00:00;20;25.0;0.0;74.2
OLMOS001;Olmos Cretaceous;17-06-2002 20:00:00;21;28.0;10.0;74.7
OLMOS001;Olmos Cretaceous;17-06-2002 21:00:00;22;27.8;0.0;68.1
OLMOS001;Olmos Cretaceous;17-06-2002 22:00:00;23;24.5;0.0;72.4
OLMOS001;Olmos Cretaceous;17-06-2002 23:00:00;24;27.6;0.0;72.4
OLMOS001;Olmos Cretaceous;18-06-2002 00:00:00;1;22.5;50.0;73.6
OLMOS001;Olmos Cretaceous;18-06-2002 01:00:00;2;22.9;0.0;77.7
OLMOS001;Olmos Cretaceous;18-06-2002 02:00:00;3;25.1;0.0;69.5
OLMOS001;Olmos Cretaceous;18-06-2002 03:00:00;4;19.7;43.0;83.5
OLMOS001;Olmos Cretaceous;18-06-2002 04:00:00;5;21.7;0.0;75.1
OLMOS001;Olmos Cretaceous;18-06-2002 05:00:00;6;21.9;0.0;84.9
OLMOS001;Olmos Cretaceous;18-06-2002 06:00:00;7;20.9;0.0;83.4
OLMOS001;Olmos Cretaceous;18-06-2002 07:00:00;8;18.7;696.0;90.5
OLMOS001;Olmos Cretaceous;18-06-2002 08:00:00;9;18.0;1364.0;86.3
OLMOS001;Olmos Cretaceous;18-06-2002 09:00:00;10;20.5;1464.0;87.8
OLMOS001;Olmos Cretaceous;18-06-2002 10:00:00;11;20.1;2074.0;87.5
OLMOS001;Olmos Cretaceous;18-06-2002 11:00:00;12;21.1;2461.0;95.0
OLMOS001;Olmos Cretaceous;18-06-2002 12:00:00;13;20.8;2659.0;79.1
OLMOS001;Olmos Cretaceous;18-06-2002 13:00:00;14;22.6;2294.0;84.5
OLMOS001;Olmos Cretaceous;18-06-2002 14:00:00;15;23.8;2193.0;86.8
OLMOS001;Olmos Cretaceous;18-06-2002 15:00:00;16;26.3;1742.0;80.8
OLMOS001;Olmos Cretaceous;18-06-2002 16:00:00;17;26.6;1269.0;76.3
OLMOS001;Olmos Cretaceous;18-06-2002 17:00:00;18;23.5;647.0;65.8
OLMOS001;Olmos Cretaceous;18-06-2002 18:00:00;19;24.4;7.0;72.0
OLMOS001;Olmos Cretaceous;18-06-2002 19:00:00;20;28.0;0.0;71.5
OLMOS001;Olmos Cretaceous;18-06-2002 20:00:00;21;26.7;0.0;71.1
OLMOS001;Olmos Cretaceous;18-06-2002 21:00:00;22;27.2;0.0;71.8
OLMOS001;Olmos Cretaceous;18-06-2002 22:00:00;23;28.0;0.0;71.7
OLMOS001;Olmos Cretaceous;18-06-2002 23:00:00;24;28.0;0.0;73.8
OLMOS001;Olmos Cretaceous;19-06-2002 00:00:00;1;27.6;0.0;75.6
OLMOS001;Olmos Cretaceous;19-06-2002 01:00:00;2;26.3;0.0;75.1
OLMOS001;Olmos Cretaceous;19-06-2002 02:00:00;3;23.2;0.0;81.9
OLMOS001;Olmos Cretaceous;19-06-2002 03:00:00;4;20.5;0.0;81.5
OLMOS001;Olmos Cretaceous;19-06-2002 04:00:00;5;20.8;10.0;88.0
OLMOS001;Olmos Cretaceous;19-06-2002 05:00:00;6;19.4;53.0;87.3
OLMOS001;Olmos Cretaceous;19-06-2002 06:00:00;7;18.0;0.0;80.5
OLMOS001;Olmos Cretaceous;19-06-2002 07:00:00;8;18.3;704.0;87.4
OLMOS001;Olmos Cretaceous;19-06-2002 08:00:00;9;20.0;1110.0;83.2
OLMOS001;Olmos Cretaceous;19-06-2002 09:00:00;10;19.2;1941.0;85.3
OLMOS001;Olmos Cretaceous;19-06-2002 10:00:00;11;18.4;2220.0;80.4
OLMOS001;Olmos Cretaceous;19-06-2002 11:00:00;12;17.6;2516.0;82.6
OLMOS001;Olmos Cretaceous;19-06-2002 12:00:00;13;17.7;2419.0;76.3
OLMOS001;Olmos Cretaceous;19-06-2002 13:00:00;14;20.2;2489.0;73.5
OLMOS001;Olmos Cretaceous;19-06-2002 14:00:00;15;21.8;2169.0;82.0
OLMOS001;Olmos Cretaceous;19-06-2002 15:00:00;16;26.9;1979.0;78.0
OLMOS001;Olmos Cretaceous;19-06-2002 16:00:00;17;26.0;1297.0;72.8
OLMOS001;Olmos Cretaceous;19-06-2002 17:00:00;18;26.2;731.0;75.7
OLMOS001;Olmos Cretaceous;19-06-2002 18:00:00;19;28.0;0.0;65.6
OLMOS001;Olmos Cretaceous;19-06-2002 19:00:00;20;27.7;30.0;75.3
OLMOS001;Olmos Cretaceous;19-06-2002 20:00:00;21;28.0;26.0;72.8
OLMOS001;Olmos Cretaceous;19-06-2002 21:00:00;22;28.0;0.0;60.0
OLMOS001;Olmos Cretaceous;19-06-2002 22:00:00;23;25.3;4.0;74.7
OLMOS001;Olmos Cretaceous;19-06-2002 23:00:00;24;25.7;0.0;72.9
OLMOS001;Olmos Cretaceous;20-06-2002 00:00:00;1;24.8;11.0;77.4
OLMOS001;Olmos Cretaceous;20-06-2002 01:00:00;2;21.7;31.0;73.9
OLMOS001;Olmos Cretaceous;20-06-2002 02:00:00;3;24.8;0.0;78.6
OLMOS001;Olmos Cretaceous;20-06-2002 03:00:00;4;23.1;14.0;86.0
OLMOS001;Olmos Cretaceous;20-06-2002 04:00:00;5;24.1;0.0;76.3
OLMOS001;Olmos Cretaceous;20-06-2002 05:00:00;6;20.3;50.0;87.4
OLMOS001;Olmos Cretaceous;20-06-2002 06:00:00;7;19.5;21.0;84.3
OLMOS001;Olmos Cretaceous;20-06-2002 07:00:00;8;19.6;709.0;90.1
OLMOS001;Olmos Cretaceous;20-06-2002 08:00:00;9;18.2;1254.0;91.5
OLMOS001;Olmos Cretaceous;20-06-2002 09:00:00;10;16.3;1778.0;85.5
OLMOS001;Olmos Cretaceous;20-06-2002 10:00:00;11;18.6;2100.0;86.7
OLMOS001;Olmos Cretaceous;20-06-2002 11:00:00;12;22.5;2472.0;83.6
OLMOS001;Olmos Cretaceous;20-06-2002 12:00:00;13;18.7;2608.0;86.8
OLMOS001;Olmos Cretaceous;20-06-2002 13:00:00;14;22.9;2748.0;88.5
OLMOS001;Olmos Cretaceous;20-06-2002 14:00:00;15;24.4;2199.0;84.9
OLMOS001;Olmos Cretaceous;20-06-2002 15:00:00;16;24.2;1788.0;73.6
OLMOS001;Olmos Cretaceous;20-06-2002 16:00:00;17;26.3;1256.0;81.3
OLMOS001;Olmos Cretaceous;20-06-2002 17:00:00;18;28.0;676.0;64.0
OLMOS001;Olmos Cretaceous;20-06-2002 18:00:00;19;25.3;7.0;65.0
OLMOS001;Olmos Cretaceous;20-06-2002 19:00:00;20;28.0;2.0;65.7
OLMOS001;Olmos Cretaceous;20-06-2002 20:00:00;21;27.7;23.0;72.7
OLMOS001;Olmos Cretaceous;20-06-2002 21:00:00;22;26.9;0.0;71.1
OLMOS001;Olmos Cretaceous;20-06-2002 22:00:00;23;26.8;0.0;71.6
OLMOS001;Olmos Cretaceous;20-06-2002 23:00:00;24;26.1;0.0;66.4
OLMOS001;Olmos Cretaceous;21-06-2002 00:00:00;1;24.2;40.0;74.9
OLMOS001;Olmos Cretaceous;21-06-2002 01:00:00;2;23.1;0.0;76.3
OLMOS001;Olmos Cretaceous;21-06-2002 02:00:00;3;22.5;47.0;77.3
OLMOS001;Olmos Cretaceous;21-06-2002 03:00:00;4;23.3;51.0;83.3
OLMOS001;Olmos Cretaceous;21-06-2002 04:00:00;5;23.9;22.0;85.0
OLMOS001;Olmos Cretaceous;21-06-2002 05:00:00;6;22.1;0.0;85.9
OLMOS001;Olmos Cretaceous;21-06-2002 06:00:00;7;21.6;11.0;87.6
